book_title,book_author,film_title,film_year,fiction_work_raw,film_adaptation_raw,exclusion_reason
The Eye of the Beholder,Marc Behm,Eye of the Beholder,1999,"The Eye of the Beholder (1980), Marc Behm",Eye of the Beholder (1999),not_selected_sampling_design
The Fan,Peter Abrahams,The Fan,1996,"The Fan (1995), Peter Abrahams",The Fan (1996),not_selected_sampling_design
The First Wives Club,Olivia Goldsmith,The First Wives Club,1996,"The First Wives Club (1992), Olivia Goldsmith",The First Wives Club (1996),not_selected_sampling_design
The Grotesque,Patrick McGrath,"The Grotesque (1995) (a. k. a. Grave Indiscretion, Gentlemen Don't Eat Poets)",1995,"The Grotesque (1989), Patrick McGrath","The Grotesque (1995) (a. k. a. Grave Indiscretion, Gentlemen Don't Eat Poets)",not_selected_sampling_design
The Lands of Risk,Agustina Bessa-Luís,The Convent,1995,"The Lands of Risk (Portuguese: As Terras Do Risco) (1994), Agustina Bessa-Luís",The Convent (1995),not_selected_sampling_design
The Maddening,Andrew Neiderman,The Maddening,1995,"The Maddening (1987), Andrew Neiderman",The Maddening (1995),not_selected_sampling_design
The Midwich Cuckoos,John Wyndham,Village of the Damned,1995,"The Midwich Cuckoos (1957), John Wyndham",Village of the Damned (1995),not_selected_sampling_design
The Moonstone,Wilkie Collins,The Moonstone,1996,"The Moonstone (1868), Wilkie Collins",The Moonstone (1996),not_selected_sampling_design
The North Star,Henry Wilson Allen,North Star,1996,"The North Star (1956), Henry Wilson Allen",North Star (1996),not_selected_sampling_design
The Old Man and the Sea,Ernest Hemingway,The Old Man and the Sea,1999,"The Old Man and the Sea (written 1951, published 1952), Ernest Hemingway",The Old Man and the Sea (1999),not_selected_sampling_design
The Parasite,Arthur Conan Doyle,The Parasite,1997,"The Parasite (1894), Arthur Conan Doyle",The Parasite (1997),not_selected_sampling_design
The Peacock Spring,Rumer Godden,The Peacock Spring,1996,"The Peacock Spring (1975), Rumer Godden",The Peacock Spring (1996),not_selected_sampling_design
The Postman,David Brin,The Postman,1997,"The Postman (1985), David Brin",The Postman (1997),not_selected_sampling_design
The Secret Agent,Joseph Conrad,The Secret Agent,1996,"The Secret Agent (1907), Joseph Conrad",The Secret Agent (1996),not_selected_sampling_design
The Talented Mr. Ripley,Patricia Highsmith,The Talented Mr. Ripley,1999,"The Talented Mr. Ripley (1955), Patricia Highsmith",The Talented Mr. Ripley (1999),not_selected_sampling_design
The Wings of the Dove,Henry James,The Wings of the Dove,1997,"The Wings of the Dove (1902), Henry James",The Wings of the Dove (1997),not_selected_sampling_design
The Woman Chaser,Charles Willeford,The Woman Chaser,1999,"The Woman Chaser (1960), Charles Willeford",The Woman Chaser (1999),not_selected_sampling_design
Thor,Wayne Smith,Bad Moon,1996,"Thor (1993), Wayne Smith",Bad Moon (1996),not_selected_sampling_design
Touch,Elmore Leonard,Touch,1997,"Touch (1987), Elmore Leonard",Touch (1997),not_selected_sampling_design
Two Much!,Donald E. Westlake,Two Much,1995,"Two Much! (1975), Donald E. Westlake",Two Much (1995),not_selected_sampling_design
Undercover Cat,Gordon Gordon and Mildred Gordon,That Darn Cat,1997,"Undercover Cat (1963), Gordon Gordon and Mildred Gordon",That Darn Cat (1997),not_selected_sampling_design
Vennello Adapilla,Yandamuri Veerendranath,Beladingala Baale,1995,"Vennello Adapilla (1991), Yandamuri Veerendranath",Beladingala Baale (1995),not_selected_sampling_design
Victory,Joseph Conrad,Victory,1996,"Victory (1915), Joseph Conrad",Victory (1996),not_selected_sampling_design
What Dreams May Come,Richard Matheson,What Dreams May Come,1998,"What Dreams May Come (1978), Richard Matheson",What Dreams May Come (1998),not_selected_sampling_design
Whatever,Michel Houellebecq,Whatever,1999,"Whatever (French: Extension du domaine de la lutte) (1994), Michel Houellebecq",Whatever (1999),not_selected_sampling_design
A Judgement in Stone,Ruth Rendell,La Cérémonie,1995,"A Judgement in Stone (1977), Ruth Rendell",La Cérémonie (1995),not_selected_sampling_design
About Schmidt,Louis Begley,About Schmidt,2002,"About Schmidt (1996), Louis Begley",About Schmidt (2002),not_selected_sampling_design
Adams Fall,Sean Desmond,Abandon,2002,"Adams Fall (2000), Sean Desmond",Abandon (2002),not_selected_sampling_design
Adiliya by the River,Jin Renshun,Green Tea,2003,"Adiliya by the River (1999), Jin Renshun",Green Tea (2003),not_selected_sampling_design
All the Pretty Horses,Cormac McCarthy,All the Pretty Horses,2000,"All the Pretty Horses (1992), Cormac McCarthy",All the Pretty Horses (2000),not_selected_sampling_design
American Psycho,Bret Easton Ellis,American Psycho 2: All-American Girl,2002,"American Psycho (1991), Bret Easton Ellis",American Psycho 2: All-American Girl (2002),not_selected_sampling_design
American Splendor,Harvey Pekar,American Splendor,2003,"American Splendor (1976–2008), Harvey Pekar",American Splendor (2003),not_selected_sampling_design
Back When We Were Grownups,Anne Tyler,Back When We Were Grownups,2004,"Back When We Were Grownups (2001), Anne Tyler",Back When We Were Grownups (2004),not_selected_sampling_design
Baise-moi,Virginie Despentes,Baise-moi,2000,"Baise-moi (1993), Virginie Despentes",Baise-moi (2000),not_selected_sampling_design
Big Fish: A Novel of Mythic Proportions,Daniel Wallace,Big Fish,2003,"Big Fish: A Novel of Mythic Proportions (1998), Daniel Wallace",Big Fish (2003),not_selected_sampling_design
Big Trouble,Dave Barry,Big Trouble,2002,"Big Trouble (1999), Dave Barry",Big Trouble (2002),not_selected_sampling_design
Blood Red Rivers,Jean-Christophe Grangé,The Crimson Rivers,2000,"Blood Red Rivers (French: Les rivières pourpres) (1997), Jean-Christophe Grangé",The Crimson Rivers (2000),not_selected_sampling_design
Blueprint,Charlotte Kerner,Blueprint,2003,"Blueprint (German: Blaupause) (1999), Charlotte Kerner",Blueprint (2003),not_selected_sampling_design
Boogiepop and Others,Kouhei Kadono,Boogiepop and Others,2000,"Boogiepop and Others (1998), Kouhei Kadono",Boogiepop and Others (2000),not_selected_sampling_design
Chocolat,Joanne Harris,Chocolat,2000,"Chocolat (1999), Joanne Harris",Chocolat (2000),not_selected_sampling_design
Christmas at Twenty-Nine,Kamato Toshio,Singles,2003,"Christmas at Twenty-Nine (2002), Kamato Toshio",Singles (2003),not_selected_sampling_design
City of God,Paulo Lins,City of God,2002,"City of God (Portuguese: Cidade de Deus) (1997), Paulo Lins",City of God (2002),not_selected_sampling_design
Cold Mountain,Charles Frazier,Cold Mountain,2003,"Cold Mountain (1997), Charles Frazier",Cold Mountain (2003),not_selected_sampling_design
Crossfire Trail,Louis L'Amour,Crossfire Trail,2001,"Crossfire Trail (1954), Louis L'Amour",Crossfire Trail (2001),not_selected_sampling_design
"Deadly, Unna?",Phillip Gwynne,Australian Rules,2002,"Deadly, Unna? (1998), Phillip Gwynne",Australian Rules (2002),not_selected_sampling_design
Disappearing Acts,Terry McMillan,Disappearing Acts,2000,"Disappearing Acts (1989), Terry McMillan",Disappearing Acts (2000),not_selected_sampling_design
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,2002,"Divine Secrets of the Ya-Ya Sisterhood (1996), Rebecca Wells",Divine Secrets of the Ya-Ya Sisterhood (2002),not_selected_sampling_design
Don't Say a Word,Andrew Klavan,Don't Say a Word,2001,"Don't Say a Word (1991), Andrew Klavan",Don't Say a Word (2001),not_selected_sampling_design
Enduring Love,Ian McEwan,Enduring Love,2004,"Enduring Love (1997), Ian McEwan",Enduring Love (2004),not_selected_sampling_design
Enigma,Robert Harris,Enigma,2001,"Enigma (1995), Robert Harris",Enigma (2001),not_selected_sampling_design
Fail-Safe,Eugene Burdick and Harvey Wheeler,Fail Safe,2000,"Fail-Safe (1962), Eugene Burdick and Harvey Wheeler",Fail Safe (2000),not_selected_sampling_design
Focus,Arthur Miller,Focus,2002,"Focus (1945), Arthur Miller",Focus (2002),not_selected_sampling_design
Gasoline,Elena Stancanelli,Gasoline,2001,"Gasoline (Italian: Benzina) (1998), Elena Stancanelli",Gasoline (2001),not_selected_sampling_design
Gods and Generals,Jeffrey Shaara,Gods and Generals,2003,"Gods and Generals (1996), Jeffrey Shaara",Gods and Generals (2003),not_selected_sampling_design
Imagining Argentina,Lawrence Thornton,Imagining Argentina,2003,"Imagining Argentina (1987), Lawrence Thornton",Imagining Argentina (2003),not_selected_sampling_design
Jack's Return Home,Ted Lewis,Get Carter,2000,"Jack's Return Home (1970), Ted Lewis",Get Carter (2000),not_selected_sampling_design
Lady Audley's Secret,Mary Elizabeth Braddon,Lady Audley's Secret,2000,"Lady Audley's Secret (1862), Mary Elizabeth Braddon",Lady Audley's Secret (2000),not_selected_sampling_design
Layer Cake,J. J. Connolly,Layer Cake,2004,"Layer Cake (2000), J. J. Connolly",Layer Cake (2004),not_selected_sampling_design
Le Divorce,Diane Johnson,Le Divorce,2003,"Le Divorce (1997), Diane Johnson",Le Divorce (2003),not_selected_sampling_design
Man on Fire,A. J. Quinnell,Man on Fire,2004,"Man on Fire (1980), A. J. Quinnell",Man on Fire (2004),not_selected_sampling_design
Mystic River,Dennis Lehane,Mystic River,2003,"Mystic River (2001), Dennis Lehane",Mystic River (2003),not_selected_sampling_design
Pollyanna,Eleanor H. Porter,Pollyanna,2003,"Pollyanna (1913), Eleanor H. Porter",Pollyanna (2003),not_selected_sampling_design
Ratman's Notebooks,Stephen Gilbert,Willard,2003,"Ratman's Notebooks (1969), Stephen Gilbert",Willard (2003),not_selected_sampling_design
Ripley's Game,Patricia Highsmith,Ripley's Game,2002,"Ripley's Game (1974), Patricia Highsmith",Ripley's Game (2002),not_selected_sampling_design
Skinwalkers,Tony Hillerman,Skinwalkers,2002,"Skinwalkers (1986), Tony Hillerman",Skinwalkers (2002),not_selected_sampling_design
Solaris,Stanislaw Lem,Solaris,2002,"Solaris (1961), Stanislaw Lem",Solaris (2002),not_selected_sampling_design
Spider,Patrick McGarth,Spider,2002,"Spider (1990), Patrick McGarth",Spider (2002),not_selected_sampling_design
Tales of the South Pacific,James A. Michener,South Pacific,2001,"Tales of the South Pacific (1947), James A. Michener",South Pacific (2001),not_selected_sampling_design
The 25th Hour,David Benioff,25th Hour,2002,"The 25th Hour (2001), David Benioff",25th Hour (2002),not_selected_sampling_design
The Beach,Alex Garland,The Beach,2000,"The Beach (1996), Alex Garland",The Beach (2000),not_selected_sampling_design
The Big Bounce,Elmore Leonard,The Big Bounce,2004,"The Big Bounce (written 1966, published 1969), Elmore Leonard",The Big Bounce (2004),not_selected_sampling_design
The Blank Wall,Elisabeth Sanxay Holding,The Deep End,2001,"The Blank Wall (1947), Elisabeth Sanxay Holding",The Deep End (2001),not_selected_sampling_design
The Body,Richard Sapir,The Body,2001,"The Body (1983), Richard Sapir",The Body (2001),not_selected_sampling_design
The Caveman's Valentine,George Dawes Green,The Caveman's Valentine,2001,"The Caveman's Valentine (1994), George Dawes Green",The Caveman's Valentine (2001),not_selected_sampling_design
The Dancer Upstairs,Nicholas Shakespeare,The Dancer Upstairs,2002,"The Dancer Upstairs (1995), Nicholas Shakespeare",The Dancer Upstairs (2002),not_selected_sampling_design
The Dangerous Lives of Altar Boys,Chris Fuhrman,The Dangerous Lives of Altar Boys,2002,"The Dangerous Lives of Altar Boys (2001), Chris Fuhrman",The Dangerous Lives of Altar Boys (2002),not_selected_sampling_design
The Five People You Meet in Heaven,Mitch Albom,The Five People You Meet in Heaven,2004,"The Five People You Meet in Heaven (2003), Mitch Albom",The Five People You Meet in Heaven (2004),not_selected_sampling_design
The Flight of the Phoenix,Elleston Trevor,Flight of the Phoenix,2004,"The Flight of the Phoenix (1964), Elleston Trevor",Flight of the Phoenix (2004),not_selected_sampling_design
The Forest,José Maria Ferreira de Castro (as Ferreira de Castro),The Forest,2002,"The Forest (Portuguese: A Selva) (1900), José Maria Ferreira de Castro (as Ferreira de Castro)",The Forest (2002),not_selected_sampling_design
The Four Feathers,A. E. W. Mason,The Four Feathers,2002,"The Four Feathers (1902), A. E. W. Mason",The Four Feathers (2002),not_selected_sampling_design
The Golden Bowl,Henry James,The Golden Bowl,2000,"The Golden Bowl (1904), Henry James",The Golden Bowl (2000),not_selected_sampling_design
The Holy Innocents,Gilbert Adair,The Dreamers,2003,"The Holy Innocents (1988), Gilbert Adair",The Dreamers (2003),not_selected_sampling_design
The Hound of the Baskervilles,Arthur Conan Doyle,The Hound of the Baskervilles,2002,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (2002),not_selected_sampling_design
The Hours,Michael Cunningham,The Hours,2002,"The Hours (1998), Michael Cunningham",The Hours (2002),not_selected_sampling_design
The Human Stain,Philip Roth,The Human Stain,2003,"The Human Stain (2000), Philip Roth",The Human Stain (2003),not_selected_sampling_design
The Manchurian Candidate,Richard Condon,The Manchurian Candidate,2004,"The Manchurian Candidate (1959), Richard Condon",The Manchurian Candidate (2004),not_selected_sampling_design
The Mayor of Casterbridge,Thomas Hardy,The Mayor of Casterbridge,2003,"The Mayor of Casterbridge (1886), Thomas Hardy",The Mayor of Casterbridge (2003),not_selected_sampling_design
The Open Range Men,Lauran Paine,Open Range,2003,"The Open Range Men (1990), Lauran Paine",Open Range (2003),not_selected_sampling_design
The Phantom of the Opera,Gaston Leroux,The Phantom of the Opera,2004,"The Phantom of the Opera (French: Le Fantôme de l'Opéra) (serialised 1909–1910, published as a book 1910), Gaston Leroux",The Phantom of the Opera (2004),not_selected_sampling_design
The Pillar of Light,Gerald N. Lund,The Work and the Glory,2004,"The Pillar of Light (1990), Gerald N. Lund",The Work and the Glory (2004),not_selected_sampling_design
The Quiet American,Graham Greene,The Quiet American,2002,"The Quiet American (1955), Graham Greene",The Quiet American (2002),not_selected_sampling_design
The Scarlet Pimpernel,Baroness Emmuska Orczy,The Forecourt Pimpernel,2001,"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy",The Forecourt Pimpernel (2001),not_selected_sampling_design
The Stepford Wives,Ira Levin,The Stepford Wives,2004,"The Stepford Wives (1972), Ira Levin",The Stepford Wives (2004),not_selected_sampling_design
The Tesseract,Alex Garland,The Tesseract,2003,"The Tesseract (1998), Alex Garland",The Tesseract (2003),not_selected_sampling_design
The Time Machine,H. G. Wells,The Time Machine,2002,"The Time Machine (1895), H. G. Wells",The Time Machine (2002),not_selected_sampling_design
The Twins,Tessa de Loo,Twin Sisters,2002,"The Twins (Dutch: De Tweeling) (2000), Tessa de Loo",Twin Sisters (2002),not_selected_sampling_design
Theatre,W. Somerset Maugham,Being Julia,2004,"Theatre (1937), W. Somerset Maugham",Being Julia (2004),not_selected_sampling_design
Thin Air,Robert B. Parker,Thin Air,2000,"Thin Air (1995), Robert B. Parker",Thin Air (2000),not_selected_sampling_design
Walking Shadow,Robert B. Parker,Walking Shadow,2001,"Walking Shadow (1994), Robert B. Parker",Walking Shadow (2001),not_selected_sampling_design
What's the Worst That Could Happen?,Donald E. Westlake,What's the Worst That Could Happen?,2001,"What's the Worst That Could Happen? (1996), Donald E. Westlake",What's the Worst That Could Happen? (2001),not_selected_sampling_design
Woman Wanted,Joanna McClelland Glass,Woman Wanted,2000,"Woman Wanted (1984), Joanna McClelland Glass",Woman Wanted (2000),not_selected_sampling_design
"Yo, Puta",Isabel Pisano,Whore,2004,"Yo, Puta (2003), Isabel Pisano",Whore (2004),not_selected_sampling_design
Young Adam,Alexander Trocchi,Young Adam,2003,"Young Adam (1957), Alexander Trocchi",Young Adam (2003),not_selected_sampling_design
Zona Zamfirova,Stefan Sremac,Zona Zamfirova,2002,"Zona Zamfirova (1906), Stefan Sremac",Zona Zamfirova (2002),not_selected_sampling_design
Belphégor,Arthur Bernède,Belphégor - Le fantôme du Louvre,2001,"Belphégor (1927), Arthur Bernède",Belphégor - Le fantôme du Louvre (2001),not_selected_sampling_design
Broken April,Ismail Kadare,Abril Despedaçado (Behind the Sun),2001,"Broken April (1978), Ismail Kadare",Abril Despedaçado (Behind the Sun) (2001),not_selected_sampling_design
The Judgment,Chart Korbjitti,Ai-Fak,2004,"The Judgment (Thai: คำพิพากษา) (1981), Chart Korbjitti",Ai-Fak (Thai: ไอ้ฟัก) (2004),not_selected_sampling_design
À ton image,Louise L. Lambrichs,À ton image,2004,"À ton image (1998), Louise L. Lambrichs",À ton image (2004),not_selected_sampling_design
American Knees,Shawn Wong,Americanese,2006,"American Knees (1995), Shawn Wong",Americanese (2006),not_selected_sampling_design
Angel,Elizabeth Taylor,Angel,2007,"Angel (1957), Elizabeth Taylor",Angel (2007),not_selected_sampling_design
Anne of Green Gables,Lucy Maud Montgomery,Anne of Green Gables: A New Beginning,2009,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables: A New Beginning (2009),not_selected_sampling_design
Ask the Dust,John Fante,Ask the Dust,2006,"Ask the Dust (1939), John Fante",Ask the Dust (2006),not_selected_sampling_design
Asking for Trouble,Elizabeth Young,The Wedding Date,2005,"Asking for Trouble (2001), Elizabeth Young",The Wedding Date (2005),not_selected_sampling_design
Asylum,Patrick McGrath,Asylum,2005,"Asylum (1996), Patrick McGrath",Asylum (2005),not_selected_sampling_design
Atonement,Ian McEwan,Atonement,2007,"Atonement (2001), Ian McEwan",Atonement (2007),not_selected_sampling_design
Babylon Babies,Maurice Georges Dantec,Babylon A.D.,2008,"Babylon Babies (1999), Maurice Georges Dantec",Babylon A.D. (2008),not_selected_sampling_design
Be Cool,Elmore Leonard,Be Cool,2005,"Be Cool (1999), Elmore Leonard",Be Cool (2005),not_selected_sampling_design
Bee Season,Myla Goldberg,Bee Season,2005,"Bee Season (2000), Myla Goldberg",Bee Season (2005),not_selected_sampling_design
Blood and Chocolate,Annette Curtis Klause,Blood & Chocolate,2007,"Blood and Chocolate (1997), Annette Curtis Klause",Blood & Chocolate (2007),not_selected_sampling_design
Breakfast on Pluto,Patrick McCabe,Breakfast on Pluto,2005,"Breakfast on Pluto (1998), Patrick McCabe",Breakfast on Pluto (2005),not_selected_sampling_design
Brothers by Blood,Ingvar Ambjørnsen,Elsk meg i morgen,2005,"Brothers by Blood (Norwegian: Brødre i Blodet) (1996), Ingvar Ambjørnsen",Elsk meg i morgen (2005),not_selected_sampling_design
Candy: A Novel of Love and Addiction,Luke Davies,Candy,2006,"Candy: A Novel of Love and Addiction (1998), Luke Davies",Candy (2006),not_selected_sampling_design
Carlito's Way,Edwin Torres,Carlito's Way: Rise to Power,2005,"Carlito's Way (1975), Edwin Torres",Carlito's Way: Rise to Power (2005),not_selected_sampling_design
Casino Royale,Ian Fleming,Casino Royale,2006,"Casino Royale (1953), Ian Fleming",Casino Royale (2006),not_selected_sampling_design
Death Sentence,Brian Garfield,Death Sentence,2007,"Death Sentence (1975), Brian Garfield",Death Sentence (2007),not_selected_sampling_design
December Boys,Michael Noonan,December Boys,2007,"December Boys (1963), Michael Noonan",December Boys (2007),not_selected_sampling_design
Elsk meg i morgen,Ingvar Ambjørnsen,Elsk meg i morgen,2005,"Elsk meg i morgen (Love Me Tomorrow) (1999), Ingvar Ambjørnsen",Elsk meg i morgen (2005),not_selected_sampling_design
Emotional Arithmetic,Matt Cohen,Emotional Arithmetic,2008,"Emotional Arithmetic (1990), Matt Cohen",Emotional Arithmetic (2008),not_selected_sampling_design
Everything Is Illuminated,Jonathan Safran Foer,Everything Is Illuminated,2005,"Everything Is Illuminated (2002), Jonathan Safran Foer",Everything Is Illuminated (2005),not_selected_sampling_design
Fatelessness,Imre Kertész,Fateless,2005,"Fatelessness (Hungarian: Sorstalanság) (1975), Imre Kertész",Fateless (2005),not_selected_sampling_design
"First Love, Last Rites",Ian McEwan,Butterflies,2005,"First Love, Last Rites (1975), Ian McEwan",Butterflies (2005),not_selected_sampling_design
Freedomland,Richard Price,Freedomland,2006,"Freedomland (1998), Richard Price",Freedomland (2006),not_selected_sampling_design
God's Puzzle,Shinji Kimoto,God's Puzzle,2008,"God's Puzzle (神様のパズル, Kamisama no pazuru) (2002), Shinji Kimoto",God's Puzzle (2008),not_selected_sampling_design
Hard to Be a God,Arkady and Boris Strugatsky,Hard to Be a God,2008,"Hard to Be a God (Russian: Трудно быть богом) (1964), Arkady and Boris Strugatsky",Hard to Be a God (2008),not_selected_sampling_design
Hating Alison Ashley,Robin Klein,Hating Alison Ashley,2005,"Hating Alison Ashley (1984), Robin Klein",Hating Alison Ashley (2005),not_selected_sampling_design
I Am Legend,Richard Matheson,I Am Legend,2007,"I Am Legend (1954), Richard Matheson",I Am Legend (2007),not_selected_sampling_design
I Know What You Did Last Summer,Lois Duncan,I'll Always Know What You Did Last Summer,2006,"I Know What You Did Last Summer (1973), Lois Duncan",I'll Always Know What You Did Last Summer (2006),not_selected_sampling_design
"I Love You, Beth Cooper",Larry Doyle,"I Love You, Beth Cooper",2009,"I Love You, Beth Cooper (2007), Larry Doyle","I Love You, Beth Cooper (2009)",not_selected_sampling_design
Japan Sinks,Sakyo Komatsu,Sinking of Japan,2006,"Japan Sinks (日本沈没, Nippon Chinbotsu) (1973), Sakyo Komatsu",Sinking of Japan (2006),not_selected_sampling_design
Like a Fire is Burning,Gerald N. Lund,The Work and the Glory: American Zion,2005,"Like a Fire is Burning (1991), Gerald N. Lund",The Work and the Glory: American Zion (2005),not_selected_sampling_design
"Mine-Haha, or On the Bodily Education of Young Girls",Frank Wedekind,The Fine Art of Love: Mine Ha-Ha,2005,"Mine-Haha, or On the Bodily Education of Young Girls (1903), Frank Wedekind",The Fine Art of Love: Mine Ha-Ha (2005),not_selected_sampling_design
My Brother's Wife,Jaime Bayly,My Brother's Wife,2005,"My Brother's Wife (Spanish: La mujer de mi hermano) (2002), Jaime Bayly",My Brother's Wife (2005),not_selected_sampling_design
Night Watch,Sergey Lukyanenko,Day Watch,2006,"Night Watch (Russian: «Ночной Дозор») (1998), Sergey Lukyanenko",Day Watch (2006),not_selected_sampling_design
No Country for Old Men,Cormac McCarthy,No Country for Old Men,2007,"No Country for Old Men (2005), Cormac McCarthy",No Country for Old Men (2007),not_selected_sampling_design
Oil!,Upton Sinclair,There Will Be Blood,2007,"Oil! (1927), Upton Sinclair",There Will Be Blood (2007),not_selected_sampling_design
Parineeta,Sharat Chandra Chattopadhyay,Parineeta,2005,"Parineeta (1914), Sharat Chandra Chattopadhyay",Parineeta (2005),not_selected_sampling_design
Rain,V.C. Andrews,Rain,2006,"Rain (2000), V.C. Andrews",Rain (2006),not_selected_sampling_design
Return of the Living Dead,John Russo,Return of the Living Dead: Necropolis,2005,"Return of the Living Dead (1977), John Russo",Return of the Living Dead: Necropolis (2005),not_selected_sampling_design
Revolutionary Road,Richard Yates,Revolutionary Road,2008,"Revolutionary Road (1961), Richard Yates",Revolutionary Road (2008),not_selected_sampling_design
Ripley Under Ground,Patricia Highsmith,Ripley Under Ground,2005,"Ripley Under Ground (1970), Patricia Highsmith",Ripley Under Ground (2005),not_selected_sampling_design
Sheep,Simon Maginn,The Dark,2005,"Sheep (2004), Simon Maginn",The Dark (2005),not_selected_sampling_design
The Black Dahlia,James Ellroy,The Black Dahlia,2006,"The Black Dahlia (1987), James Ellroy",The Black Dahlia (2006),not_selected_sampling_design
The Body Snatchers,Jack Finney,The Invasion,2007,"The Body Snatchers (1955), Jack Finney",The Invasion (2007),not_selected_sampling_design
The Boy in the Striped Pyjamas,John Boyne,The Boy in the Striped Pyjamas,2008,"The Boy in the Striped Pyjamas (2006), John Boyne",The Boy in the Striped Pyjamas (2008),not_selected_sampling_design
The Christmas Blessing,Donna VanLiere,The Christmas Blessing,2005,"The Christmas Blessing (2003), Donna VanLiere",The Christmas Blessing (2005),not_selected_sampling_design
The Christmas Hope,Donna VanLiere,The Christmas Hope,2009,"The Christmas Hope (2005), Donna VanLiere",The Christmas Hope (2009),not_selected_sampling_design
The City of Ember,Jeanne DuPrau,City of Ember,2008,"The City of Ember (2003), Jeanne DuPrau",City of Ember (2008),not_selected_sampling_design
The Damned Utd,David Peace,The Damned United,2009,"The Damned Utd (2006), David Peace",The Damned United (2009),not_selected_sampling_design
The Dying Animal,Philip Roth,Elegy,2008,"The Dying Animal (2001), Philip Roth",Elegy (2008),not_selected_sampling_design
The Fox and the Hound,Daniel P. Mannix,The Fox and the Hound 2,2006,"The Fox and the Hound (1967), Daniel P. Mannix",The Fox and the Hound 2 (2006),not_selected_sampling_design
The Hound of Florence,Felix Salten,The Shaggy Dog,2006,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (2006),not_selected_sampling_design
The Housekeeper and the Professor,Yōko Ogawa,The Professor's Beloved Equation,2006,"The Housekeeper and the Professor (博士の愛した数式, hakase no ai shita suushiki) (2003), Yōko Ogawa",The Professor's Beloved Equation (2006),not_selected_sampling_design
The Kites,Romain Gary,Les cerfs-volants,2007,"The Kites (French: Les Cerfs-volants) (1980), Romain Gary",Les cerfs-volants (2007),not_selected_sampling_design
The Land That Time Forgot,Edgar Rice Burroughs,The Land That Time Forgot,2009,"The Land That Time Forgot (1918), Edgar Rice Burroughs",The Land That Time Forgot (2009),not_selected_sampling_design
The Little White Horse,Elizabeth Goudge,The Secret of Moonacre,2009,"The Little White Horse (1946), Elizabeth Goudge",The Secret of Moonacre (2009),not_selected_sampling_design
The Lovely Bones,Alice Sebold,The Lovely Bones,2009,"The Lovely Bones (2002), Alice Sebold",The Lovely Bones (2009),not_selected_sampling_design
The Painted Veil,W. Somerset Maugham,The Painted Veil,2006,"The Painted Veil (1925), W. Somerset Maugham",The Painted Veil (2006),not_selected_sampling_design
The Prince and the Pauper,Mark Twain,The Prince and the Pauper: Double Trouble,2007,"The Prince and the Pauper (1881), Mark Twain",The Prince and the Pauper: Double Trouble (2007),not_selected_sampling_design
The Reader,Bernhard Schlink,The Reader,2008,"The Reader (1995), Bernhard Schlink",The Reader (2008),not_selected_sampling_design
The Road,Cormac McCarthy,The Road,2009,"The Road (2006), Cormac McCarthy",The Road (2009),not_selected_sampling_design
The Sea-Wolf,Jack London,The Sea Wolf,2008,"The Sea-Wolf (1904), Jack London",The Sea Wolf (2008),not_selected_sampling_design
The Secret Life of Bees,Sue Monk Kidd,The Secret Life of Bees,2008,"The Secret Life of Bees (2002), Sue Monk Kidd",The Secret Life of Bees (2008),not_selected_sampling_design
The Song of Everlasting Sorrow,Wang Anyi,Everlasting Regret,2005,"The Song of Everlasting Sorrow (Chinese: 長恨歌, Cháng hèn gē) (1995), Wang Anyi",Everlasting Regret (2005),not_selected_sampling_design
The Taking of Pelham One Two Three,Morton Freedgood,The Taking of Pelham 123,2009,"The Taking of Pelham One Two Three (1973), Morton Freedgood",The Taking of Pelham 123 (2009),not_selected_sampling_design
The Thirty-Nine Steps,John Buchan,The 39 Steps,2008,"The Thirty-Nine Steps (1915), John Buchan",The 39 Steps (2008),not_selected_sampling_design
The Wind in the Willows,Kenneth Grahame,The Wind in the Willows,2006,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (2006),not_selected_sampling_design
"There's a Porpoise Close Behind Us, Arthur Barker",Noel Langley,These Foolish Things,2005,"There's a Porpoise Close Behind Us, Arthur Barker (1936), Noel Langley",These Foolish Things (2005),not_selected_sampling_design
Twenty Thousand Leagues Under the Seas,Jules Verne,"30,000 Leagues Under the Sea",2007,"Twenty Thousand Leagues Under the Seas (French: Vingt mille lieues sous les mers) (1870), Jules Verne","30,000 Leagues Under the Sea (2007)",not_selected_sampling_design
Vengeance,George Jonas,Munich,2005,"Vengeance (1984), George Jonas",Munich (2005),not_selected_sampling_design
Wide Sargasso Sea,Jean Rhys,Wide Sargasso Sea,2006,"Wide Sargasso Sea (1966), Jean Rhys",Wide Sargasso Sea (2006),not_selected_sampling_design
Zift,Vladislav Todorov,Zift,2008,"Zift (Bulgarian: Дзифт, Dzift) (2006), Vladislav Todorov",Zift (2008),not_selected_sampling_design
